Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discount Category,Loss Flag
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,11.56,2,0.0,5.6644,48.99999999999999,No Discount,Profit
First Class,Consumer,New York City,New York,East,Technology,Accessories,88.4,4,0.0,11.492,13.0,No Discount,Profit
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,6.48,1,0.0,3.1104,47.99999999999999,No Discount,Profit
Standard Class,Home Office,Salem,Virginia,South,Technology,Phones,21.8,2,0.0,6.104,27.999999999999996,No Discount,Profit
Standard Class,Home Office,Salem,Virginia,South,Office Supplies,Envelopes,251.79,3,0.0,118.3413,47.0,No Discount,Profit
Standard Class,Home Office,Columbus,Ohio,East,Furniture,Tables,205.176,2,0.4,-58.1332,-28.33333333333334,Medium discount,Loss
Standard Class,Home Office,Columbus,Ohio,East,Office Supplies,Paper,419.4,5,0.2,146.79,35.0,Low Discount,Profit
First Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896,-21.25,Low Discount,Loss
First Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,154.764,3,0.4,-36.1116,-23.333333333333332,Medium discount,Loss
First Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,116.784,2,0.2,21.897,18.749999999999996,Low Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,75.48,2,0.0,19.6248,26.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,39.98,2,0.0,9.995,25.0,No Discount,Profit
Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458,-51.99999999999999,High Discount,Loss
Standard Class,Home Office,Grand Prairie,Texas,Central,Office Supplies,Labels,23.68,2,0.2,8.88,37.50000000000001,Low Discount,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,408.006,2,0.1,72.5344,17.777777777777782,Low Discount,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,165.28,4,0.0,14.8752,9.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,334.768,7,0.2,108.7996,32.5,Low Discount,Profit
Second Class,Home Office,Costa Mesa,California,West,Technology,Accessories,239.97,3,0.0,26.3967,11.0,No Discount,Profit
Second Class,Home Office,Costa Mesa,California,West,Furniture,Furnishings,37.74,3,0.0,12.8316,34.0,No Discount,Profit
First Class,Corporate,Houston,Texas,Central,Technology,Phones,946.344,7,0.2,118.293,12.5,Low Discount,Profit
First Class,Corporate,Houston,Texas,Central,Technology,Accessories,151.2,3,0.2,32.13,21.250000000000004,Low Discount,Profit
First Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,4.928,4,0.6,-1.4784,-30.0,High Discount,Loss
Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Paper,86.272,4,0.2,31.2736,36.24999999999999,Low Discount,Profit
Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Binders,72.588,2,0.7,-48.392,-66.66666666666667,High Discount,Loss
Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Appliances,60.672,2,0.2,14.4096,23.75,Low Discount,Profit
Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Binders,77.031,9,0.7,-59.0571,-76.66666666666666,High Discount,Loss
Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Storage,119.904,6,0.2,-1.4988,-1.25,Low Discount,Loss
Standard Class,Corporate,Mesa,Arizona,West,Technology,Phones,263.96,5,0.2,23.0965,8.75,Low Discount,Profit
Standard Class,Corporate,Mesa,Arizona,West,Office Supplies,Storage,363.648,4,0.2,-86.3664,-23.75,Low Discount,Loss
Second Class,Corporate,Salinas,California,West,Office Supplies,Binders,9.728,2,0.2,3.2832,33.75,Low Discount,Profit
Second Class,Corporate,Salinas,California,West,Office Supplies,Envelopes,14.75,5,0.0,7.08,48.0,No Discount,Profit
Second Class,Corporate,Salinas,California,West,Office Supplies,Binders,29.8,5,0.2,9.3125,31.25,Low Discount,Profit
Second Class,Corporate,Salinas,California,West,Office Supplies,Labels,427.42,14,0.0,196.6132,46.0,No Discount,Profit
Standard Class,Consumer,Columbus,Ohio,East,Technology,Phones,220.752,8,0.4,-40.4712,-18.333333333333336,Medium discount,Loss
Second Class,Consumer,Florence,Alabama,South,Office Supplies,Binders,152.76,6,0.0,74.8524,49.00000000000001,No Discount,Profit
Second Class,Consumer,Florence,Alabama,South,Office Supplies,Supplies,7.27,1,0.0,1.9629,27.0,No Discount,Profit
Second Class,Consumer,Florence,Alabama,South,Furniture,Chairs,1819.86,14,0.0,163.7874,9.0,No Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,33.9,5,0.0,15.594,46.0,No Discount,Profit
Standard Class,Consumer,Parma,Ohio,East,Office Supplies,Paper,31.104,6,0.2,10.8864,35.0,Low Discount,Profit
Standard Class,Consumer,Parma,Ohio,East,Office Supplies,Art,5.248,2,0.2,0.5904,11.25,Low Discount,Profit
Same Day,Consumer,Amarillo,Texas,Central,Technology,Accessories,263.88,3,0.2,42.8805,16.25,Low Discount,Profit
Same Day,Consumer,Amarillo,Texas,Central,Furniture,Chairs,2453.43,5,0.3,-350.49,-14.285714285714288,Medium discount,Loss
Second Class,Consumer,Providence,Rhode Island,East,Office Supplies,Binders,29.7,5,0.0,13.365,45.0,No Discount,Profit
Second Class,Consumer,Providence,Rhode Island,East,Office Supplies,Paper,39.96,4,0.0,17.982,44.99999999999999,No Discount,Profit
Second Class,Consumer,San Francisco,California,West,Office Supplies,Binders,36.672,2,0.2,11.46,31.250000000000007,Low Discount,Profit
First Class,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,13.76,2,0.0,6.3296,46.0,No Discount,Profit
Standard Class,Corporate,Aurora,Colorado,West,Office Supplies,Storage,139.424,4,0.2,17.428,12.5,Low Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,1979.928,9,0.2,148.4946,7.5,Low Discount,Profit
First Class,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,164.736,4,0.2,-39.1248,-23.75,Low Discount,Loss
First Class,Home Office,Chicago,Illinois,Central,Furniture,Chairs,470.302,7,0.3,-87.3418,-18.571428571428573,Medium discount,Loss
First Class,Home Office,Chicago,Illinois,Central,Technology,Phones,47.984,2,0.2,5.998,12.5,Low Discount,Profit
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.502,3,0.7,-1.7514,-70.0,High Discount,Loss
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,88.752,3,0.2,11.094,12.5,Low Discount,Profit
First Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,2.025,1,0.7,-1.35,-66.66666666666667,High Discount,Loss
First Class,Corporate,Mobile,Alabama,South,Office Supplies,Paper,70.98,7,0.0,34.7802,49.0,No Discount,Profit
First Class,Corporate,Mobile,Alabama,South,Office Supplies,Binders,91.68,3,0.0,45.84,50.0,No Discount,Profit
First Class,Corporate,Mobile,Alabama,South,Office Supplies,Binders,33.75,5,0.0,16.875,50.0,No Discount,Profit
First Class,Corporate,Mobile,Alabama,South,Technology,Machines,3040.0,8,0.0,1459.2,48.00000000000001,No Discount,Profit
Standard Class,Home Office,Columbus,Georgia,South,Office Supplies,Binders,91.2,3,0.0,41.952,46.0,No Discount,Profit
Standard Class,Home Office,Columbus,Georgia,South,Furniture,Tables,452.94,3,0.0,67.941,15.0,No Discount,Profit
Standard Class,Corporate,New Bedford,Massachusetts,East,Office Supplies,Binders,52.2,9,0.0,23.49,44.99999999999999,No Discount,Profit
Standard Class,Corporate,Irving,Texas,Central,Office Supplies,Labels,15.936,4,0.2,5.1792,32.5,Low Discount,Profit
Same Day,Consumer,Middletown,Connecticut,East,Furniture,Furnishings,27.46,2,0.0,9.8856,36.0,No Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,55.424,2,0.2,19.3984,35.0,Low Discount,Profit
Standard Class,Consumer,Vineland,New Jersey,East,Furniture,Tables,244.006,2,0.3,-31.3722,-12.857142857142856,Medium discount,Loss
First Class,Corporate,Pasadena,Texas,Central,Technology,Accessories,159.984,2,0.2,43.9956,27.500000000000004,Low Discount,Profit
First Class,Corporate,Pasadena,Texas,Central,Furniture,Chairs,1024.716,6,0.3,-29.2776,-2.857142857142857,Medium discount,Loss
First Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,3.68,2,0.0,1.8032,48.99999999999999,No Discount,Profit
Standard Class,Consumer,Glendale,Arizona,West,Furniture,Furnishings,121.376,4,0.2,-3.0344,-2.5,Low Discount,Loss
Standard Class,Consumer,Glendale,Arizona,West,Technology,Accessories,95.976,3,0.2,-10.7973,-11.25,Low Discount,Loss
Same Day,Home Office,Jacksonville,Florida,South,Technology,Accessories,255.968,4,0.2,31.996,12.5,Low Discount,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,872.94,3,0.0,226.9644,26.0,No Discount,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Binders,41.54,2,0.0,19.5238,47.0,No Discount,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,No Discount,Profit
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.5992,8.75,Low Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,8.67,3,0.0,4.0749,47.0,No Discount,Profit
Same Day,Consumer,Houston,Texas,Central,Furniture,Furnishings,6.688,4,0.6,-4.0128,-60.00000000000001,High Discount,Loss
Standard Class,Home Office,Niagara Falls,New York,East,Office Supplies,Art,17.28,6,0.0,5.0112,28.999999999999996,No Discount,Profit
Standard Class,Home Office,Niagara Falls,New York,East,Office Supplies,Binders,17.712,3,0.2,6.4206,36.25000000000001,Low Discount,Profit
Standard Class,Home Office,New York City,New York,East,Office Supplies,Labels,28.91,7,0.0,13.2986,46.0,No Discount,Profit
Standard Class,Consumer,Thomasville,North Carolina,South,Office Supplies,Supplies,52.136,7,0.2,5.8653,11.25,Low Discount,Profit
First Class,Consumer,Westminster,California,West,Technology,Phones,31.968,4,0.2,2.3976,7.500000000000001,Low Discount,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,25.92,4,0.0,12.4416,47.99999999999999,No Discount,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,40.46,7,0.0,19.8254,48.99999999999999,No Discount,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,33.87,3,0.0,8.8062,26.0,No Discount,Profit
Second Class,Consumer,Jackson,Tennessee,South,Office Supplies,Art,9.728,2,0.2,1.7024,17.5,Low Discount,Profit
Second Class,Consumer,Jackson,Tennessee,South,Office Supplies,Paper,3.424,1,0.2,1.07,31.25,Low Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,177.0,3,0.0,30.09,17.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,3.76,2,0.0,1.316,35.0,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,1212.848,7,0.2,106.1242,8.75,Low Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Technology,Accessories,89.97,3,0.0,37.7874,42.0,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,42.6,3,0.0,16.614,39.0,No Discount,Profit
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,5.04,2,0.2,1.764,35.0,Low Discount,Profit
Second Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,62.96,4,0.0,28.332,45.0,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,5.88,1,0.0,2.8812,49.00000000000001,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,977.292,6,0.1,173.7408,17.77777777777778,Low Discount,Profit
Standard Class,Corporate,Vancouver,Washington,West,Furniture,Furnishings,9.64,2,0.0,3.6632,37.99999999999999,No Discount,Profit
Second Class,Consumer,Columbus,Georgia,South,Office Supplies,Art,40.05,3,0.0,11.214,28.000000000000004,No Discount,Profit
Standard Class,Consumer,Coppell,Texas,Central,Office Supplies,Art,10.192,7,0.2,3.185,31.25,Low Discount,Profit
Standard Class,Consumer,Coppell,Texas,Central,Office Supplies,Storage,16.784,1,0.2,-0.2098,-1.25,Low Discount,Loss
Standard Class,Consumer,Coppell,Texas,Central,Office Supplies,Art,13.12,5,0.2,3.772,28.749999999999996,Low Discount,Profit
First Class,Home Office,San Francisco,California,West,Office Supplies,Binders,18.16,5,0.2,6.583,36.25,Low Discount,Profit
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Paper,16.056,3,0.2,5.8203,36.24999999999999,Low Discount,Profit
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Paper,223.056,9,0.2,69.705,31.25,Low Discount,Profit
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,540.048,3,0.2,-47.2542,-8.75,Low Discount,Loss
Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,33.52,2,0.2,3.352,10.0,Low Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,9.94,2,0.0,3.0814,31.0,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Art,6.72,4,0.0,3.36,50.0,No Discount,Profit
Standard Class,Home Office,Los Angeles,California,West,Furniture,Tables,1004.976,6,0.2,-175.8708,-17.5,Low Discount,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.88,3,0.2,5.5875,31.250000000000007,Low Discount,Profit
Standard Class,Consumer,Columbus,Georgia,South,Technology,Machines,396.0,4,0.0,190.08,48.00000000000001,No Discount,Profit
Same Day,Home Office,Omaha,Nebraska,Central,Office Supplies,Binders,34.5,3,0.0,15.525,45.0,No Discount,Profit
First Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,8.36,2,0.0,3.0096,36.0,No Discount,Profit
Standard Class,Corporate,Pomona,California,West,Office Supplies,Art,385.6,8,0.0,111.824,28.999999999999996,No Discount,Profit
Standard Class,Corporate,Pomona,California,West,Office Supplies,Art,35.82,9,0.0,11.8206,33.0,No Discount,Profit
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,200.064,3,0.2,12.504,6.25,Low Discount,Profit
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,21.38,5,0.8,-33.139,-155.00000000000003,High Discount,Loss
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,6.744,4,0.8,-11.4648,-170.00000000000003,High Discount,Loss
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,63.686,1,0.3,-9.098,-14.285714285714288,Medium discount,Loss
Second Class,Consumer,North Las Vegas,Nevada,West,Furniture,Tables,1669.6,4,0.0,116.872,7.000000000000001,No Discount,Profit
Second Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,83.84,2,0.2,27.248,32.5,Low Discount,Profit
Second Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,13.272,3,0.2,4.3134,32.49999999999999,Low Discount,Profit
Second Class,Corporate,San Francisco,California,West,Office Supplies,Binders,21.336,7,0.2,7.7343,36.25000000000001,Low Discount,Profit
Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Art,16.52,5,0.2,2.065,12.5,Low Discount,Profit
Standard Class,Consumer,Tucson,Arizona,West,Furniture,Furnishings,206.112,6,0.2,48.9516,23.75,Low Discount,Profit
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Paper,19.92,5,0.2,6.723,33.75,Low Discount,Profit
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Paper,198.272,8,0.2,61.96,31.25,Low Discount,Profit
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Storage,247.104,6,0.2,-58.6872,-23.75,Low Discount,Loss
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Art,86.304,6,0.2,9.7092,11.249999999999998,Low Discount,Profit
Standard Class,Consumer,Allentown,Pennsylvania,East,Office Supplies,Art,4.16,2,0.2,0.364,8.75,Low Discount,Profit
Standard Class,Consumer,Allentown,Pennsylvania,East,Furniture,Furnishings,11.648,2,0.2,3.3488,28.750000000000004,Low Discount,Profit
Second Class,Corporate,Newark,Delaware,East,Office Supplies,Fasteners,26.18,7,0.0,0.5236,1.9999999999999998,No Discount,Profit
Second Class,Corporate,Newark,Delaware,East,Office Supplies,Paper,7.3,2,0.0,3.431,47.0,No Discount,Profit
Standard Class,Corporate,Miami,Florida,South,Office Supplies,Paper,74.352,3,0.2,23.235,31.25,Low Discount,Profit
Standard Class,Consumer,Tempe,Arizona,West,Office Supplies,Storage,10.744,1,0.2,0.8058,7.5,Low Discount,Profit
Standard Class,Consumer,Tempe,Arizona,West,Office Supplies,Fasteners,8.376,3,0.2,2.7222,32.5,Low Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,212.88,6,0.0,0.0,0.0,No Discount,Profit
Standard Class,Home Office,Laguna Niguel,California,West,Furniture,Bookcases,203.983,2,0.15,16.7986,8.235294117647058,Low Discount,Profit
Standard Class,Corporate,Bridgeton,New Jersey,East,Office Supplies,Storage,40.74,3,0.0,0.4074,0.9999999999999999,No Discount,Profit
Standard Class,Corporate,Bridgeton,New Jersey,East,Office Supplies,Appliances,11.67,3,0.0,3.0342,26.0,No Discount,Profit
Second Class,Consumer,Everett,Massachusetts,East,Technology,Phones,39.99,1,0.0,11.5971,28.999999999999996,No Discount,Profit
Second Class,Consumer,Everett,Massachusetts,East,Office Supplies,Art,16.28,2,0.0,6.512,40.0,No Discount,Profit
Second Class,Consumer,Everett,Massachusetts,East,Furniture,Bookcases,782.94,3,0.0,203.5644,26.0,No Discount,Profit
Second Class,Consumer,Everett,Massachusetts,East,Office Supplies,Binders,242.48,7,0.0,116.3904,48.00000000000001,No Discount,Profit
Second Class,Consumer,Columbus,Ohio,East,Furniture,Furnishings,8.32,5,0.2,2.288,27.499999999999996,Low Discount,Profit
Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,10.464,6,0.2,1.7004,16.249999999999996,Low Discount,Profit
Standard Class,Home Office,San Diego,California,West,Office Supplies,Binders,82.896,3,0.2,29.0136,35.0,Low Discount,Profit
Standard Class,Home Office,San Diego,California,West,Office Supplies,Paper,34.24,4,0.0,16.0928,47.0,No Discount,Profit
Second Class,Corporate,Watertown,New York,East,Furniture,Bookcases,1573.488,7,0.2,196.686,12.5,Low Discount,Profit
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,335.52,4,0.2,117.432,35.0,Low Discount,Profit
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,23.912,2,0.8,-40.6504,-170.0,High Discount,Loss
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Storage,27.056,2,0.2,2.3674,8.75,Low Discount,Profit
First Class,Consumer,New York City,New York,East,Technology,Copiers,559.992,1,0.2,174.9975,31.25,Low Discount,Profit
Second Class,Home Office,Houston,Texas,Central,Office Supplies,Appliances,9.324,6,0.8,-24.7086,-265.0,High Discount,Loss
